Fund Name,Date,Name of Stock,Type,CUSIP,Value,Shares
ADVANCE_CAPITAL_I_INC,2012-11-07,"WILLIAMS-SONOMA, INC..*",COMMON STOCK,969904101,457,10400
ADVANCE_CAPITAL_I_INC,2012-11-07,AQUA AMERICA INC.,COMMON STOCK,03836W103,465,18800
ADVANCE_CAPITAL_I_INC,2012-11-07,WESTERN UNION,COMMON STOCK,959802109,658,36100
ADVANCE_CAPITAL_I_INC,2012-11-07,WOODWARD INC.,COMMON STOCK,980745103,326,9600
ADVANCE_CAPITAL_I_INC,2012-11-07,WEX INC.,COMMON STOCK,96208T104,610,8750
ADVANCE_CAPITAL_I_INC,2012-11-07,CIMAREX ENERGY CO,COMMON STOCK,171798101,515,8800
ADVANCE_CAPITAL_I_INC,2012-11-07,EXXON MOBIL CORP.,COMMON STOCK,30231G102,3402,37203
ADVANCE_CAPITAL_I_INC,2012-11-07,ZEBRA TECHNOLOGIES,COMMON STOCK,989207105,255,6800
ADVANCE_CAPITAL_I_INC,2012-08-09,AARONS INC,COMMON STOCK,002535300,232,8200
ADVANCE_CAPITAL_I_INC,2012-08-09,ADVANCE AUTO PARTS,COMMON STOCK,00751Y106,518,7600
ADVANCE_CAPITAL_I_INC,2012-08-09,APPLE COMPUTER,COMMON STOCK,037833100,1431,2450
ADVANCE_CAPITAL_I_INC,2012-08-09,AMERISOURCE BERGEN,COMMON STOCK,03073E105,488,12400
ADVANCE_CAPITAL_I_INC,2012-08-09,AMERICAN CAMPUS,COMMON STOCK,024835100,364,8100
ADVANCE_CAPITAL_I_INC,2012-08-09,ACE LIMITED,COMMON STOCK,H0023R105,682,9200
ADVANCE_CAPITAL_I_INC,2012-08-09,AECOM TECHNOLOGY,COMMON STOCK,00766T100,201,12200
ADVANCE_CAPITAL_I_INC,2012-08-09,ACCENTURE LTD,COMMON STOCK,G1151C101,349,5800
ADVANCE_CAPITAL_I_INC,2012-08-09,"AUTOMATIC DATA PROCESSING, INC.",COMMON STOCK,053015103,323,5800
ADVANCE_CAPITAL_I_INC,2012-08-09,ALLIANCE DATASYS,COMMON STOCK,018581108,689,5100
ADVANCE_CAPITAL_I_INC,2012-08-09,ADTRAN INC.,COMMON STOCK,00738A106,202,6700
ADVANCE_CAPITAL_I_INC,2012-08-09,AMERICAN EAGLE,COMMON STOCK,02553E106,395,20000
ADVANCE_CAPITAL_I_INC,2012-08-09,AMERICAN ELEC PWR,COMMON STOCK,025537101,511,12800
ADVANCE_CAPITAL_I_INC,2012-08-09,AETNA INC.,COMMON STOCK,00817Y108,415,10700
ADVANCE_CAPITAL_I_INC,2012-08-09,AMERICAN FIN. GRP.,COMMON STOCK,025932104,310,7900
ADVANCE_CAPITAL_I_INC,2012-08-09,"AFLAC, INC.",COMMON STOCK,001055102,481,11300
ADVANCE_CAPITAL_I_INC,2012-08-09,AGCO CO,COMMON STOCK,001084102,457,10000
ADVANCE_CAPITAL_I_INC,2012-08-09,AMERIGROUP CORP,COMMON STOCK,03073T102,343,5200
ADVANCE_CAPITAL_I_INC,2012-08-09,ARTHUR GALLAGHER CO,COMMON STOCK,363576109,589,16800
ADVANCE_CAPITAL_I_INC,2012-08-09,ALBEMARLE CORP,COMMON STOCK,012653101,549,9200
ADVANCE_CAPITAL_I_INC,2012-08-09,ALASKA AIR GROUP,COMMON STOCK,011659109,276,7700
ADVANCE_CAPITAL_I_INC,2012-08-09,ALLSTATE CORP,COMMON STOCK,020002101,351,10000
ADVANCE_CAPITAL_I_INC,2012-08-09,APPLIED MATERIAL,COMMON STOCK,038222105,135,11800
ADVANCE_CAPITAL_I_INC,2012-08-09,AMETEK INC,COMMON STOCK,031100100,829,16600
ADVANCE_CAPITAL_I_INC,2012-08-09,AFFILIATED MANAGERSGROUP,COMMON STOCK,008252108,602,5500
ADVANCE_CAPITAL_I_INC,2012-08-09,"AMGEN, INC.*",COMMON STOCK,031162100,540,7404
ADVANCE_CAPITAL_I_INC,2012-08-09,ANSYS INC.,COMMON STOCK,03662Q105,618,9800
ADVANCE_CAPITAL_I_INC,2012-08-09,APACHE CORPORATION,COMMON STOCK,037411105,1125,12796
ADVANCE_CAPITAL_I_INC,2012-08-09,ALEXANDRIA REAL EST,COMMON STOCK,015271109,473,6500
ADVANCE_CAPITAL_I_INC,2012-08-09,ARROW ELECTRONIC,COMMON STOCK,042735100,394,12000
ADVANCE_CAPITAL_I_INC,2012-08-09,ASHLAND INC.,COMMON STOCK,044209104,568,8200
ADVANCE_CAPITAL_I_INC,2012-08-09,ASCENA RETAIL GROUP,COMMON STOCK,04351G101,259,13900
ADVANCE_CAPITAL_I_INC,2012-08-09,ATMEL CORPORATION,COMMON STOCK,049513104,313,46700
ADVANCE_CAPITAL_I_INC,2012-08-09,APTAR GROUP INC.,COMMON STOCK,038336103,352,6900
ADVANCE_CAPITAL_I_INC,2012-08-09,ATWOOD OCEANICS INC,COMMON STOCK,050095108,231,6100
ADVANCE_CAPITAL_I_INC,2012-08-09,AVNET INC,COMMON STOCK,053807103,472,15300
ADVANCE_CAPITAL_I_INC,2012-08-09,AMERICAN EXPRESS COMPANY,COMMON STOCK,025816109,972,16700
ADVANCE_CAPITAL_I_INC,2012-08-09,BANK OF AMERICA CORP,COMMON STOCK,060505104,231,28270
ADVANCE_CAPITAL_I_INC,2012-08-09,"BED BATH & BEYOND, INC.*",COMMON STOCK,075896100,735,11900
ADVANCE_CAPITAL_I_INC,2012-08-09,BECTON DICKINSON &CO,COMMON STOCK,075887109,321,4300
ADVANCE_CAPITAL_I_INC,2012-08-09,BE AEROSPACE INC,COMMON STOCK,073302101,467,10700
ADVANCE_CAPITAL_I_INC,2012-08-09,"FRANKLIN RESOURCES,INC.",COMMON STOCK,354613101,622,5600
ADVANCE_CAPITAL_I_INC,2012-08-09,BAKER HUGHES INC.,COMMON STOCK,057224107,325,7900
ADVANCE_CAPITAL_I_INC,2012-08-09,SOTHEBY'S,COMMON STOCK,835898107,244,7300
ADVANCE_CAPITAL_I_INC,2012-08-09,"BANK OF NEW YORK COMPANY, INC.",COMMON STOCK,064058100,659,30000
ADVANCE_CAPITAL_I_INC,2012-08-09,BLACKROCK INC,COMMON STOCK,09247X101,543,3200
ADVANCE_CAPITAL_I_INC,2012-08-09,BRISTOL-MYERS SQUIBB COMPANY,COMMON STOCK,110122108,224,6219
ADVANCE_CAPITAL_I_INC,2012-08-09,BRE PROPERTIES INC,COMMON STOCK,05564E106,395,7900
ADVANCE_CAPITAL_I_INC,2012-08-09,BERKSHIRE HATHAWAY I,COMMON STOCK,084670702,347,4170
ADVANCE_CAPITAL_I_INC,2012-08-09,BROWN & BROWN INC,COMMON STOCK,115236101,341,12500
ADVANCE_CAPITAL_I_INC,2012-08-09,PEABODY ENERGY,COMMON STOCK,704549104,449,18300
ADVANCE_CAPITAL_I_INC,2012-08-09,BALLY TECHNOLOGIES,COMMON STOCK,05874B107,215,4600
ADVANCE_CAPITAL_I_INC,2012-08-09,"CITIGROUP, INC.",COMMON STOCK,172967424,210,7656
ADVANCE_CAPITAL_I_INC,2012-08-09,CA INC.,COMMON STOCK,12673P105,339,12500
ADVANCE_CAPITAL_I_INC,2012-08-09,"CARDINAL HEALTH, INC..",COMMON STOCK,14149Y108,517,12300
ADVANCE_CAPITAL_I_INC,2012-08-09,CATERPILLER INC.,COMMON STOCK,149123101,1087,12800
ADVANCE_CAPITAL_I_INC,2012-08-09,CBOE HOLDINGS INC,COMMON STOCK,12503M108,260,9400
ADVANCE_CAPITAL_I_INC,2012-08-09,COMMERCE BANCSHARES,COMMON STOCK,200525103,315,8300
ADVANCE_CAPITAL_I_INC,2012-08-09,"CADENCE DESIGN SYSTEMS, INC.",COMMON STOCK,127387108,312,28400
ADVANCE_CAPITAL_I_INC,2012-08-09,CERNER CORP,COMMON STOCK,156782104,694,8400
ADVANCE_CAPITAL_I_INC,2012-08-09,CULLEN FROST BANKERS,COMMON STOCK,229899109,368,6400
ADVANCE_CAPITAL_I_INC,2012-08-09,CHURCH & DWIGHT INC,COMMON STOCK,171340102,1295,23350
ADVANCE_CAPITAL_I_INC,2012-08-09,CHICO'S FAS INC.,COMMON STOCK,168615102,269,18100
ADVANCE_CAPITAL_I_INC,2012-08-09,CATALYST HEALTHSOLUTIONS,COMMON STOCK,14888B103,1173,12550
ADVANCE_CAPITAL_I_INC,2012-08-09,CLIFFS NATURAL RESRC,COMMON STOCK,18683K101,478,9700
ADVANCE_CAPITAL_I_INC,2012-08-09,CLEAN HARBORS INC,COMMON STOCK,184496107,276,4900
ADVANCE_CAPITAL_I_INC,2012-08-09,MACK-CALI REALTY,COMMON STOCK,554489104,273,9400
ADVANCE_CAPITAL_I_INC,2012-08-09,COMCAST CORP,COMMON STOCK,20030N101,981,30700
ADVANCE_CAPITAL_I_INC,2012-08-09,CUMMINS INC,COMMON STOCK,231021106,436,4500
ADVANCE_CAPITAL_I_INC,2012-08-09,COMPASS MINERALS INT,COMMON STOCK,20451N101,267,3500
ADVANCE_CAPITAL_I_INC,2012-08-09,CAPITAL ONE FINANCIAL CORP,COMMON STOCK,14040H105,739,13521
ADVANCE_CAPITAL_I_INC,2012-08-09,COOPER COS INC,COMMON STOCK,216648402,391,4900
ADVANCE_CAPITAL_I_INC,2012-08-09,CONOCOPHILLIPS,COMMON STOCK,20825C104,294,5270
ADVANCE_CAPITAL_I_INC,2012-08-09,COSTCO,COMMON STOCK,22160K105,352,3700
ADVANCE_CAPITAL_I_INC,2012-08-09,COVIDIEN PLC.,COMMON STOCK,G2554F113,572,10700
ADVANCE_CAPITAL_I_INC,2012-08-09,COPART INC,COMMON STOCK,217204106,265,11200
ADVANCE_CAPITAL_I_INC,2012-08-09,CAMDEN PPTY TRSH,COMMON STOCK,133131102,548,8100
ADVANCE_CAPITAL_I_INC,2012-08-09,CREE INC.,COMMON STOCK,225447101,321,12500
ADVANCE_CAPITAL_I_INC,2012-08-09,CARPENTER TECHNOLOGY,COMMON STOCK,144285103,335,7000
ADVANCE_CAPITAL_I_INC,2012-08-09,CISCO,COMMON STOCK,17275R102,1437,83721
ADVANCE_CAPITAL_I_INC,2012-08-09,CARLISLE COS. INC.,COMMON STOCK,142339100,339,6400
ADVANCE_CAPITAL_I_INC,2012-08-09,COINSTAR INC.,COMMON STOCK,19259P300,433,6300
ADVANCE_CAPITAL_I_INC,2012-08-09,CSX CORP,COMMON STOCK,126408103,508,22700
ADVANCE_CAPITAL_I_INC,2012-08-09,COVANCE INC.,COMMON STOCK,222816100,282,5900
ADVANCE_CAPITAL_I_INC,2012-08-09,CVS CORPORATION,CONVERTIBLE,126650100,893,19115
ADVANCE_CAPITAL_I_INC,2012-08-09,CHEVRON TEXACO CORP.,COMMON STOCK,166764100,1914,18138
ADVANCE_CAPITAL_I_INC,2012-08-09,CORRECTIONS CORP,COMMON STOCK,22025Y407,303,10300
ADVANCE_CAPITAL_I_INC,2012-08-09,CYPRESS SEMI.,COMMON STOCK,232806109,215,16300
ADVANCE_CAPITAL_I_INC,2012-08-09,COMMUNITY HEALTH SYS,COMMON STOCK,203668108,339,12100
ADVANCE_CAPITAL_I_INC,2012-08-09,DARLING INTL INC,COMMON STOCK,237266101,676,41000
ADVANCE_CAPITAL_I_INC,2012-08-09,"DONALDSON COMPANY, INC.",COMMON STOCK,257651109,514,15400
ADVANCE_CAPITAL_I_INC,2012-08-09,DELL COMPUTER,COMMON STOCK,24702R101,293,23397
ADVANCE_CAPITAL_I_INC,2012-08-09,DANAHER CORPORATION,COMMON STOCK,235851102,521,10000
ADVANCE_CAPITAL_I_INC,2012-08-09,"DISNEY, WALT COMPANY",COMMON STOCK,254687106,776,16000
ADVANCE_CAPITAL_I_INC,2012-08-09,DICK'S SPORTING GOOD,COMMON STOCK,253393102,490,10200
ADVANCE_CAPITAL_I_INC,2012-08-09,DOLLAR TREE INC,COMMON STOCK,256746108,339,6300
ADVANCE_CAPITAL_I_INC,2012-08-09,DRESSER-RAND GROUP,COMMON STOCK,261608103,352,7900
ADVANCE_CAPITAL_I_INC,2012-08-09,"DUKE REALTY INVESTMENTS, INC.",COMMON STOCK,264411505,408,27900
ADVANCE_CAPITAL_I_INC,2012-08-09,DRIL-QUIP INC,COMMON STOCK,262037104,230,3500
ADVANCE_CAPITAL_I_INC,2012-08-09,DEVON ENERGY CORPORATION,COMMON STOCK,25179M103,752,12964
ADVANCE_CAPITAL_I_INC,2012-08-09,BRINKER INTERNATIONA,COMMON STOCK,109641100,271,8500
ADVANCE_CAPITAL_I_INC,2012-08-09,ENERGEN CORPCOM,COMMON STOCK,29265N108,352,7800
ADVANCE_CAPITAL_I_INC,2012-08-09,EMC CORPORATION - MA,COMMON STOCK,268648102,418,16291
ADVANCE_CAPITAL_I_INC,2012-08-09,EMERSON ELECTRIC COMPANY,COMMON STOCK,291011104,312,6700
ADVANCE_CAPITAL_I_INC,2012-08-09,ENDO PHARMACEUTICALS,COMMON STOCK,29264F205,1496,48300
ADVANCE_CAPITAL_I_INC,2012-08-09,ENERGIZER HOLDINGS,COMMON STOCK,29266R108,647,8600
ADVANCE_CAPITAL_I_INC,2012-08-09,EQUINIX INC,COMMON STOCK,29444U502,720,4100
ADVANCE_CAPITAL_I_INC,2012-08-09,ESSEX PROPERTY TRUST,COMMON STOCK,297178105,554,3600
ADVANCE_CAPITAL_I_INC,2012-08-09,EATON VANCE CORPORATION,COMMON STOCK,278265103,321,11900
ADVANCE_CAPITAL_I_INC,2012-08-09,EDWARDS LIFESCIENCESCORP,COMMON STOCK,28176E108,1007,9750
ADVANCE_CAPITAL_I_INC,2012-08-09,EAST-WEST BANCORP INC,COMMON STOCK,27579R104,375,16000
ADVANCE_CAPITAL_I_INC,2012-08-09,EXELON CORP,COMMON STOCK,30161N101,444,11800
ADVANCE_CAPITAL_I_INC,2012-08-09,EZCORP INCCL A NON,COMMON STOCK,302301106,321,13700
ADVANCE_CAPITAL_I_INC,2012-08-09,FASTENAL CO,COMMON STOCK,311900104,429,10650
ADVANCE_CAPITAL_I_INC,2012-08-09,FIRST CASH FINANCIAL,COMMON STOCK,31942D107,500,12450
ADVANCE_CAPITAL_I_INC,2012-08-09,FREEPORT-MCMORAN,COMMON STOCK,35671D857,720,21129
ADVANCE_CAPITAL_I_INC,2012-08-09,FACTSET RESEARCH SYS,COMMON STOCK,303075105,530,5700
ADVANCE_CAPITAL_I_INC,2012-08-09,FEDEX CORPORATION,COMMON STOCK,31428X106,650,7100
ADVANCE_CAPITAL_I_INC,2012-08-09,F5 NETWORKS INC,COMMON STOCK,315616102,727,7300
ADVANCE_CAPITAL_I_INC,2012-08-09,FIDELITY NATL INFORM,COMMON STOCK,31620M106,218,6400
ADVANCE_CAPITAL_I_INC,2012-08-09,FOOT LOCKER INCCOM,COMMON STOCK,344849104,486,15900
ADVANCE_CAPITAL_I_INC,2012-08-09,FLOWERS FOODS INC,COMMON STOCK,343498101,269,11600
ADVANCE_CAPITAL_I_INC,2012-08-09,FLUOR CORP,COMMON STOCK,343412102,228,4630
ADVANCE_CAPITAL_I_INC,2012-08-09,FIRST NIAGARA FINANC,COMMON STOCK,33582V108,283,37000
ADVANCE_CAPITAL_I_INC,2012-08-09,FOSSIL INCORPORATED,COMMON STOCK,349882100,444,5800
ADVANCE_CAPITAL_I_INC,2012-08-09,FEDERAL REALTY INVES,COMMON STOCK,313747206,687,6600
ADVANCE_CAPITAL_I_INC,2012-08-09,FOREST LABORATORIES,COMMON STOCK,345838106,247,7045
ADVANCE_CAPITAL_I_INC,2012-08-09,GENERAL DYNAMICS CORPORATION,COMMON STOCK,369550108,317,4800
ADVANCE_CAPITAL_I_INC,2012-08-09,GARDNER DENVER MACHY,COMMON STOCK,365558105,280,5300
ADVANCE_CAPITAL_I_INC,2012-08-09,GENERAL ELECTRIC COMPANY,COMMON STOCK,369604103,1334,64000
ADVANCE_CAPITAL_I_INC,2012-08-09,GUESS?,COMMON STOCK,401617105,219,7200
ADVANCE_CAPITAL_I_INC,2012-08-09,GRACO INC,COMMON STOCK,384109104,286,6200
ADVANCE_CAPITAL_I_INC,2012-08-09,CORNING INC.,COMMON STOCK,219350105,331,25600
ADVANCE_CAPITAL_I_INC,2012-08-09,GREEN MTN COFFEE,COMMON STOCK,393122106,296,13600
ADVANCE_CAPITAL_I_INC,2012-08-09,GENTEX CORP.,COMMON STOCK,371901109,311,14900
ADVANCE_CAPITAL_I_INC,2012-08-09,GOOGLE,COMMON STOCK,38259P508,220,379
ADVANCE_CAPITAL_I_INC,2012-08-09,GLOBAL PAYMENTS INC,COMMON STOCK,37940X102,467,10800
ADVANCE_CAPITAL_I_INC,2012-08-09,GEN-PROBE INC,COMMON STOCK,36866T103,403,4900
ADVANCE_CAPITAL_I_INC,2012-08-09,HANCOCK HOLDING CO,COMMON STOCK,410120109,280,9200
ADVANCE_CAPITAL_I_INC,2012-08-09,HANESBRAND INC,COMMON STOCK,410345102,291,10500
ADVANCE_CAPITAL_I_INC,2012-08-09,HCC INSURANCE HLDGS..,COMMON STOCK,404132102,339,10800
ADVANCE_CAPITAL_I_INC,2012-08-09,HOME DEPOT,COMMON STOCK,437076102,488,9200
ADVANCE_CAPITAL_I_INC,2012-08-09,HOLLYFRONTIER CORP,COMMON STOCK,436106108,776,21900
ADVANCE_CAPITAL_I_INC,2012-08-09,HERBALIFE LTD,COMMON STOCK,G4412G101,561,11600
ADVANCE_CAPITAL_I_INC,2012-08-09,HEALTH MANAGEMENT AS,COMMON STOCK,421933102,290,37000
ADVANCE_CAPITAL_I_INC,2012-08-09,HMS HOLDINGS CORP.,COMMON STOCK,40425J101,300,9000
ADVANCE_CAPITAL_I_INC,2012-08-09,HOLOGIC INC,COMMON STOCK,436440101,502,27800
ADVANCE_CAPITAL_I_INC,2012-08-09,HELMERICH & PAYNE,COMMON STOCK,423452101,630,14500
ADVANCE_CAPITAL_I_INC,2012-08-09,HILL-ROM HOLDINGS,COMMON STOCK,431475102,201,6500
ADVANCE_CAPITAL_I_INC,2012-08-09,HENRY SCHEIN INC.,COMMON STOCK,806407102,738,9400
ADVANCE_CAPITAL_I_INC,2012-08-09,HSN INC.,COMMON STOCK,404303109,315,7800
ADVANCE_CAPITAL_I_INC,2012-08-09,HUBBELL INC,COMMON STOCK,443510201,491,6300
ADVANCE_CAPITAL_I_INC,2012-08-09,IBM,COMMON STOCK,459200101,1252,6400
ADVANCE_CAPITAL_I_INC,2012-08-09,IDEXX LABORATORIES,COMMON STOCK,45168D104,567,5900
ADVANCE_CAPITAL_I_INC,2012-08-09,IDEX CORPORATION,COMMON STOCK,45167R104,351,9000
ADVANCE_CAPITAL_I_INC,2012-08-09,INFORMATICA CORP,COMMON STOCK,45666Q102,818,19300
ADVANCE_CAPITAL_I_INC,2012-08-09,INGREDION INC.,COMMON STOCK,457187102,966,19500
ADVANCE_CAPITAL_I_INC,2012-08-09,WORLD FUEL SERVICES,COMMON STOCK,981475106,873,22950
ADVANCE_CAPITAL_I_INC,2012-08-09,INTEL,COMMON STOCK,458140100,983,36900
ADVANCE_CAPITAL_I_INC,2012-08-09,GARTNER INCCOM,COMMON STOCK,366651107,534,12400
ADVANCE_CAPITAL_I_INC,2012-08-09,ILLINOIS TOOL WORKS,COMMON STOCK,452308109,502,9500
ADVANCE_CAPITAL_I_INC,2012-08-09,HUNT J B TRANS SVCS,COMMON STOCK,445658107,435,7300
ADVANCE_CAPITAL_I_INC,2012-08-09,JOHNSON CONTROLS INC,COMMON STOCK,478366107,321,11600
ADVANCE_CAPITAL_I_INC,2012-08-09,JACK HENRY & ASSOC.,COMMON STOCK,426281101,307,8900
ADVANCE_CAPITAL_I_INC,2012-08-09,"JONES LANG LASALLE,INC.",COMMON STOCK,48020Q107,500,7100
ADVANCE_CAPITAL_I_INC,2012-08-09,JOHNSON & JOHNSON,COMMON STOCK,478160104,3265,48332
ADVANCE_CAPITAL_I_INC,2012-08-09,JOY GLOBAL INC,COMMON STOCK,481165108,581,10250
ADVANCE_CAPITAL_I_INC,2012-08-09,JP MORGAN CHASE & CO..,COMMON STOCK,46625H100,407,11390
ADVANCE_CAPITAL_I_INC,2012-08-09,WILEY JOHN & SONS,COMMON STOCK,968223206,250,5100
ADVANCE_CAPITAL_I_INC,2012-08-09,KBR INC,COMMON STOCK,48242W106,378,15300
ADVANCE_CAPITAL_I_INC,2012-08-09,KIRBY CORPCOM,COMMON STOCK,497266106,282,6000
ADVANCE_CAPITAL_I_INC,2012-08-09,KRAFT FOODS INC.,COMMON STOCK,50075N104,1823,47200
ADVANCE_CAPITAL_I_INC,2012-08-09,KIMBERLY-CLARK CORPORATION,COMMON STOCK,494368103,1876,22400
ADVANCE_CAPITAL_I_INC,2012-08-09,KENNAMETAL INC,COMMON STOCK,489170100,275,8300
ADVANCE_CAPITAL_I_INC,2012-08-09,COCA COLA,COMMON STOCK,191216100,712,9100
ADVANCE_CAPITAL_I_INC,2012-08-09,KOHLS CORPORATION,COMMON STOCK,500255104,405,8900
ADVANCE_CAPITAL_I_INC,2012-08-09,KANSAS CITY SOUTHERN,COMMON STOCK,485170302,807,11600
ADVANCE_CAPITAL_I_INC,2012-08-09,LOEWS CORP,COMMON STOCK,540424108,303,7401
ADVANCE_CAPITAL_I_INC,2012-08-09,LEAR CORP,COMMON STOCK,521865204,246,6530
ADVANCE_CAPITAL_I_INC,2012-08-09,LINCOLN ELECTRIC,COMMON STOCK,533900106,381,8700
ADVANCE_CAPITAL_I_INC,2012-08-09,LENNOX INTERNATIONAL,COMMON STOCK,526107107,256,5500
ADVANCE_CAPITAL_I_INC,2012-08-09,LKQ CORPCOM,COMMON STOCK,501889208,510,15300
ADVANCE_CAPITAL_I_INC,2012-08-09,L-3 COMMUNICATIONS,COMMON STOCK,502424104,235,3178
ADVANCE_CAPITAL_I_INC,2012-08-09,LILLY (ELI),COMMON STOCK,532457108,541,12613
ADVANCE_CAPITAL_I_INC,2012-08-09,LIBERTY MEDIA CORP.,COMMON STOCK,530322106,273,3109
ADVANCE_CAPITAL_I_INC,2012-08-09,"LINCARE HOLDINGS, INC.",COMMON STOCK,532791100,320,9400
ADVANCE_CAPITAL_I_INC,2012-08-09,ALLIANT ENERGY CORP,COMMON STOCK,018802108,533,11700
ADVANCE_CAPITAL_I_INC,2012-08-09,LOWE'S COS INC,COMMON STOCK,548661107,429,15100
ADVANCE_CAPITAL_I_INC,2012-08-09,LAM RESEARCH CORP.,COMMON STOCK,512807108,468,12400
ADVANCE_CAPITAL_I_INC,2012-08-09,LIBERTY PPTY TRSH,COMMON STOCK,531172104,442,12000
ADVANCE_CAPITAL_I_INC,2012-08-09,LANDSTAR SYSTEM INC,COMMON STOCK,515098101,264,5100
ADVANCE_CAPITAL_I_INC,2012-08-09,LIFE TIME FITNESS,COMMON STOCK,53217R207,219,4700
ADVANCE_CAPITAL_I_INC,2012-08-09,MACERICH COCOM,COMMON STOCK,554382101,821,13900
ADVANCE_CAPITAL_I_INC,2012-08-09,MCDONALD'S CORPORATION,COMMON STOCK,580135101,770,8700
ADVANCE_CAPITAL_I_INC,2012-08-09,MICROS SYSTEMS INC,COMMON STOCK,594901100,425,8300
ADVANCE_CAPITAL_I_INC,2012-08-09,MEDNAX INC,COMMON STOCK,58502B106,363,5300
ADVANCE_CAPITAL_I_INC,2012-08-09,MEDTRONIC INC.,COMMON STOCK,585055106,643,16600
ADVANCE_CAPITAL_I_INC,2012-08-09,MOHAWK INDUSTRIES,COMMON STOCK,608190104,412,5900
ADVANCE_CAPITAL_I_INC,2012-08-09,3M CO.,COMMON STOCK,88579Y101,349,3900
ADVANCE_CAPITAL_I_INC,2012-08-09,MONSTER BEVERAGE COR,COMMON STOCK,611740101,840,11800
ADVANCE_CAPITAL_I_INC,2012-08-09,"ALTRIA GROUP INC.IES, INC.",COMMON STOCK,02209S103,1636,47342
ADVANCE_CAPITAL_I_INC,2012-08-09,MARATHON PETROLEUM,COMMON STOCK,56585A102,355,7900
ADVANCE_CAPITAL_I_INC,2012-08-09,"MERCK & COMPANY, INC..",COMMON STOCK,58933Y105,2150,51500
ADVANCE_CAPITAL_I_INC,2012-08-09,MARATHON OIL CORP..,COMMON STOCK,565849106,688,26900
ADVANCE_CAPITAL_I_INC,2012-08-09,MARVELL TECHNOLOGY,COMMON STOCK,G5876H105,267,23655
ADVANCE_CAPITAL_I_INC,2012-08-09,MSCI INC,COMMON STOCK,55354G100,429,12600
ADVANCE_CAPITAL_I_INC,2012-08-09,MICROSOFT,COMMON STOCK,594918104,1672,54660
ADVANCE_CAPITAL_I_INC,2012-08-09,MSC INDUSTRIAL DIREC,COMMON STOCK,553530106,308,4700
ADVANCE_CAPITAL_I_INC,2012-08-09,METTLER-TOLEDO INTL.,COMMON STOCK,592688105,499,3200
ADVANCE_CAPITAL_I_INC,2012-08-09,MYLAN INCCOM,COMMON STOCK,628530107,844,39500
ADVANCE_CAPITAL_I_INC,2012-08-09,NATIONAL INSTRUMENTS CORP.,COMMON STOCK,636518102,269,10000
ADVANCE_CAPITAL_I_INC,2012-08-09,NCR CORPCOM,COMMON STOCK,62886E108,630,27700
ADVANCE_CAPITAL_I_INC,2012-08-09,NEXTERA ENERGY INC,COMMON STOCK,65339F101,661,9600
ADVANCE_CAPITAL_I_INC,2012-08-09,NEWMARKET CORP,COMMON STOCK,651587107,238,1100
ADVANCE_CAPITAL_I_INC,2012-08-09,NATIONAL FUEL GAS,COMMON STOCK,636180101,592,12600
ADVANCE_CAPITAL_I_INC,2012-08-09,NIKE,COMMON STOCK,654106103,255,2900
ADVANCE_CAPITAL_I_INC,2012-08-09,NORTHROP GRUMMAN,COMMON STOCK,666807102,234,3669
ADVANCE_CAPITAL_I_INC,2012-08-09,NATIONAL OILWELLVARCO INC,COMMON STOCK,637071101,960,14900
ADVANCE_CAPITAL_I_INC,2012-08-09,NEUSTAR INC,COMMON STOCK,64126X201,347,10400
ADVANCE_CAPITAL_I_INC,2012-08-09,NETEASE,COMMON STOCK,64110W102,483,8200
ADVANCE_CAPITAL_I_INC,2012-08-09,NORTHERN TRUST CORPORATION,COMMON STOCK,665859104,497,10800
ADVANCE_CAPITAL_I_INC,2012-08-09,NV ENERGY INCCOM,COMMON STOCK,67073Y106,547,31100
ADVANCE_CAPITAL_I_INC,2012-08-09,NVR INCCM,COMMON STOCK,62944T105,425,500
ADVANCE_CAPITAL_I_INC,2012-08-09,NXP SEMICONDUCTOR,COMMON STOCK,N6596X109,578,24900
ADVANCE_CAPITAL_I_INC,2012-08-09,NEW YORK COMM BANCOR,COMMON STOCK,649445103,579,46200
ADVANCE_CAPITAL_I_INC,2012-08-09,NYSE EURONEXT,COMMON STOCK,629491101,371,14500
ADVANCE_CAPITAL_I_INC,2012-08-09,REALTY INCOME CORP,COMMON STOCK,756109104,576,13800
ADVANCE_CAPITAL_I_INC,2012-08-09,OGE ENERGY PROGRAM,COMMON STOCK,670837103,637,12300
ADVANCE_CAPITAL_I_INC,2012-08-09,OCEANEERING INTERNAT,COMMON STOCK,675232102,646,13500
ADVANCE_CAPITAL_I_INC,2012-08-09,OIL STATES INTL,COMMON STOCK,678026105,854,12900
ADVANCE_CAPITAL_I_INC,2012-08-09,ORACLE,COMMON STOCK,68389X105,1044,35146
ADVANCE_CAPITAL_I_INC,2012-08-09,OCCIDENTAL PETROLEUM,COMMON STOCK,674599105,237,2766
ADVANCE_CAPITAL_I_INC,2012-08-09,VERIFONE SYSTEMS INC,COMMON STOCK,92342Y109,725,21900
ADVANCE_CAPITAL_I_INC,2012-08-09,PROSPERITY BANCSHARE,COMMON STOCK,743606105,214,5100
ADVANCE_CAPITAL_I_INC,2012-08-09,"PEPSICO, INC.",COMMON STOCK,713448108,2240,31700
